"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","species","year"
"689",3020.37,1512.58,0.54,2946.55,1074.67,0.556665,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1982
"690",2581.14,1477.27,0.62,2507.92,1378.71,0.643103,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1983
"691",2258.93,1443.08,0.48,2181.05,924.074,0.500146,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1984
"692",2222.59,1416.34,0.5,2134.46,3088.43,0.524195,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1985
"693",2187.15,1434.88,0.45,2106.42,859.253,0.473909,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1986
"694",2202.28,1487.54,0.46,2141.16,1470.02,0.479024,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1987
"695",2185.6,1418.26,0.47,2122.28,572.538,0.484014,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1988
"696",2143.61,1434.69,0.47,2066.74,2151.09,0.488572,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1989
"697",2097.57,1408.34,0.69,2061.13,959.122,0.722098,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1990
"698",1859.42,1389.5,0.57,1913.71,1149.18,0.566534,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1991
"699",1804,1340.16,0.58,1908.2,2477.9,0.538707,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1992
"700",1767.93,1382.97,0.62,1844.26,1381.12,0.569965,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1993
"701",1718.12,1375.43,0.86,1736.81,887.071,0.830387,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1994
"702",1528.72,1321.26,0.91,1502.5,1333.9,0.928125,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1995
"703",1389.25,1271.43,0.89,1347.31,446.488,0.93231,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1996
"704",1317.37,1279.85,0.93,1316.25,2027.71,0.965535,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1997
"705",1258.3,1231.98,0.77,1346.36,1098.49,0.73186,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1998
"706",1293.68,1254.59,0.71,1434.39,601.266,0.6188,"D101-E0-F0-sna",10,"D101","E0","F0","sna",1999
"707",1343.9,1255.71,0.73,1461.08,2376.51,0.63155,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2000
"708",1357.69,1278.19,0.58,1399.9,942.144,0.533498,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2001
"709",1430.44,1275.1,0.71,1410.01,1555.44,0.711203,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2002
"710",1398.08,1275.37,0.74,1351.88,1089.39,0.777497,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2003
"711",1351.03,1280.69,0.64,1296.94,705.951,0.675022,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2004
"712",1370.04,1258.13,0.57,1333.62,1419.64,0.600229,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2005
"713",1424.95,1295.98,0.59,1441.74,1818.15,0.597958,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2006
"714",1455.76,1306.26,0.55,1527.41,414.327,0.524734,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2007
"715",1501.73,1305.6,0.61,1592.97,310.016,0.560753,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2008
"716",1496.55,1323.27,0.6,1556.3,321.354,0.554473,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2009
"717",1496.73,1290.93,0.62,1505.75,319.224,0.60108,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2010
"718",1485.01,1315.45,0.66,1462.89,316.719,0.670401,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2011
"719",1456.9,1270.21,0.63,1379.71,311.542,0.656319,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2012
"720",1460.53,1297.29,0.61,1223.36,1223.54,0.700774,"D101-E0-F0-sna",10,"D101","E0","F0","sna",2013
